"No","Sirket","AboneNo","IsletmeKodu","AboneAdi","AboneAdresi","BagAnlasma","Carpan","SayacSeriNo","Seyt","DirekSayisi","ArmaturSayisi","ArmaturGucu","24SaatlikCalisma","DenetlenenAbone"
"1","YESILIRMAK","04100079019","19.0.0.0.0","","","Var","1","52698224","1,784","27","18","1784","0","0"
"2","YESILIRMAK","04100079048","19.0.0.0.0","","","Var","1","52665165","4,78","51","48","4780","0","0"
"3","YESILIRMAK","04100079101","55.0.0.0.0","TR 29 COSARLAR 1.","","Var","1","52714501","6,85083","44","44","6800","0","0"
"4","YESILIRMAK","04100079123","55.0.0.0.0","TR 32/1","DEVLET HASTANESI YANI","Var","1","52706159","7,2","55","45","7000","0","0"
"5","YESILIRMAK","04100079132","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52703287","7,4663","162","65","7980","0","1"
"6","YESILIRMAK","04100079165","52.0.0.0.0","","","Var","1","52714528","2,88","114","29","3310","0","0"
"7","YESILIRMAK","04100079172","55.0.0.0.0","SOKAK AYD.","/***CAN LOKANTASI KERIMBEY YANI TR","Var","1","52713283","5,351","67","134","13800","0","1"
"8","YESILIRMAK","04100079174","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52699413","2,859","37","23","2105","0","1"
"9","YESILIRMAK","04100079234","55.0.0.0.0","","","Var","1","52705278","1,633","21","27","3000","0","1"
"10","YESILIRMAK","04100079242","5.0.0.0.0","SULUOVA BELEDIYESI","TR SEVAL KOOP.EV.","Var","1","52699831","10,8675","66","66","10867,5","0","0"
"11","YESILIRMAK","04100079246","55.0.0.0.0","CANIK BELEDIYESI ","","Var","1","52716491","8,62","65","65","8000","0","0"
"12","YESILIRMAK","04100079401","55.0.0.0.0","ANAKENTBEL SK AYDINLAT.","","Var","1","52716247","6,907","40","40","4428","0","1"
"13","YESILIRMAK","04100079404","55.0.0.0.0","","","Var","1","52705990","1,783","47","17","1700","0","0"
"14","YESILIRMAK","04100079408","55.0.0.0.0","","","Var","1","52706352","2,418","75","20","2500","0","1"
"15","YESILIRMAK","04100079438","19.0.0.0.0","","","Var","1","52696806","6,466","82","82","1850","0","1"
"16","YESILIRMAK","04100079458","19.0.0.0.0","","","Var","1","52665830","1,55","15","8","1200","0","0"
"17","YESILIRMAK","04100079598","52.0.0.0.0","","/***ORTAOKUL YANI","Var","1","52716240","5,52","152","51","6200","0","0"
"18","YESILIRMAK","04100079619","52.0.0.0.0","PERSEMBE BELEDIYESI","","Var","1","52694424","13,86","154","66","16500","0","0"
"19","YESILIRMAK","04100079668","55.0.0.0.0","SOKAKAYDINLATMASI","","Var","1","52665072","1,96","28","16","2000","0","0"
"20","YESILIRMAK","04100079702","52.0.0.0.0","","","Var","1","52703128","3,65","108","37","4200","0","0"
"21","YESILIRMAK","04100079750","52.0.0.0.0","","/***KALEDERE CUMHURIYET MEYDANI","Var","1","52724516","0,69","23","7","790","1","0"
"22","YESILIRMAK","04100079751","55.0.0.0.0","YESILKENTBEL SK AYDINLAT","/***OTOGAR YANI","Var","1","52711699","5,17","35","30","4000","0","0"
"23","YESILIRMAK","04100079767","5.0.0.0.0","MERZIFON BELEDIYESI","","Var","1","52704254","14,5","101","101","14500","0","0"
"24","YESILIRMAK","04100079801","55.0.0.0.0","SOKAKAYDINLATMASI 19.MAY","/***KUMCAGIZ-SENERLER19 MAYIS","Var","1","52707128","13,88","56","56","8400","0","0"
"25","YESILIRMAK","04100079802","55.0.0.0.0","","","Var","1","52705507","5,58","89","63","7475","0","1"
"26","YESILIRMAK","04100079466","5.0.0.0.0","MERZIFON BELEDIYESI","BAGLARBASI PARKI","Var","1","52714474","0,408","6","6","845","0","1"
"27","YESILIRMAK","04100079498","52.0.0.0.0","AYBASTI BELEDIYESI","/***ALACALAR BELDESI MASATALANI TR. 50 KVA","Var","1","52705546","2,84","66","19","2950","0","0"
"28","YESILIRMAK","04100079499","55.0.0.0.0","","","Var","1","52705358","5,588","42","36","4375","0","1"
"29","YESILIRMAK","04100079928","19.0.0.0.0","","","Var","1","52704194","5,868","71","59","5868","0","0"
"30","YESILIRMAK","04100079966","19.0.0.0.0","","","Var","1","52665672","0,655","16","11","766","0","1"
"31","YESILIRMAK","04100079981","55.0.0.0.0","","","Var","1","52703619","4,2","35","35","4200","0","0"
"32","YESILIRMAK","04100080029","19.0.0.0.0","OSMANCIK BELEDIYESI","","Var","1","52706871","19,147","144","173","13045","0","1"
"33","YESILIRMAK","04100080072","55.0.0.0.0","","","Var","1","52703169","4,323","52","14","1875","0","1"
"34","YESILIRMAK","04100080114","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52696978","3,92","140","35","4220","0","0"
"35","YESILIRMAK","04100080116","52.0.0.0.0","ALTINORDU BELEDIYESI","/***TR-22///YENI MAH.POLIS KARAKOLUB.DIREK 400 KVA TR.","Var","1","52714676","2,688","33","33","3380","0","1"
"36","YESILIRMAK","04100080173","52.0.0.0.0","","","Var","1","52714772","1,833","74","22","2660","0","1"
"37","YESILIRMAK","04100080231","55.0.0.0.0","","","Var","1","52665819","4,4","29","21","2000","0","0"
"38","YESILIRMAK","04100080265","55.0.0.0.0","GENELAYDINLATMA","","Var","1","52714530","9,754","62","55","7750","0","1"
"39","YESILIRMAK","04100080299","52.0.0.0.0","","/***YAGMURTEPE  SAHINOGLU","Var","1","52714318","12,35","247","124","14200","0","0"
"40","YESILIRMAK","04100080301","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52699528","5,845","216","75","9230","0","1"
"41","YESILIRMAK","04100080336","19.0.0.0.0","","","Var","1","52665285","6","49","32","3475","0","0"
"42","YESILIRMAK","04100080404","52.0.0.0.0","","","Var","1","52716798","37,14","74","148","37000","0","0"
"43","YESILIRMAK","04100080408","52.0.0.0.0","","","Var","1","52716047","2,504","100","64","3940","0","1"
"44","YESILIRMAK","04100080436","55.0.0.0.0","SOKAKAYDINLATMASI","","Var","1","52715637","14,1","35","38","15000","0","1"
"45","YESILIRMAK","04100080489","5.0.0.0.0","","75. YIL PARKI  TRAFO TR:6/2SOKAK AYDINLATMA","Var","1","52665652","16","76","76","16000","0","0"
"46","YESILIRMAK","04100080492","55.0.0.0.0","SOKAK LAMBASI","","Var","1","52715929","9,0540540541","55","55","6750","0","0"
"47","YESILIRMAK","04100080505","52.0.0.0.0","ULUBEY BELEDIYESI","/***ULUBEY SIHLAR DEGIRMENDERE YENI PANO","Var","1","52699034","14,15","171","135","16650","0","0"
"48","YESILIRMAK","04100080511","55.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52709623","0,83913","6","6","900","1","0"
"49","YESILIRMAK","04100080525","19.0.0.0.0","","","Var","1","52666363","3,75","39","30","3500","0","0"
"50","YESILIRMAK","04100080635","52.0.0.0.0","PERSEMBE BELEDIYESI","","Var","1","52665119","6,98","135","62","7590","0","0"
"51","YESILIRMAK","04100080650","52.0.0.0.0","","","Var","1","52705576","0,71","23","7","780","0","0"
"52","YESILIRMAK","04100080653","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52698308","6,5","159","57","7070","0","0"
"53","YESILIRMAK","04100080666","5.0.0.0.0","","SALLAR SOKAK AYDINLATMA","Var","1","52665114","9,44748","89","89","9447","0","0"
"54","YESILIRMAK","04100080686","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52694485","3,993","97","32","3930","0","1"
"55","YESILIRMAK","04100080692","19.0.0.0.0"," ALACA BELEDIYE BASKANLIGI","DENIZHAN MH.KERVAN SK.","Var","1","52702672","5,183","64","57","6000","0","1"
"56","YESILIRMAK","04100080706","55.0.0.0.0","SULUCA KARAKAYA","/***SULUCA KY KARAKAYA MAH","Var","1","52710134","0,565","5","5","550","0","0"
"57","YESILIRMAK","04100080757","55.0.0.0.0","","","Var","1","52706902","4,082","61","40","5110","0","1"
"58","YESILIRMAK","04100080797","55.0.0.0.0","ATAKUM BELEDIYESI ","","Var","1","35021823","0","0","0","0","0","0"
"59","YESILIRMAK","04100080813","55.0.0.0.0","ILKADIM BELEDIYESI ","","Var","1","52723891","6","48","48","6000","0","0"
"60","YESILIRMAK","04100080876","52.0.0.0.0","","","Var","1","52704988","3,108","87","37","3140","0","0"
"61","YESILIRMAK","04100080894","55.0.0.0.0","","","Var","1","52705158","4,959","67","40","4935","0","1"
"62","YESILIRMAK","04100079053","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52673441","6,94","153","65","7980","0","0"
"63","YESILIRMAK","04100080939","55.0.0.0.0","","/***DOGAN YUVASI MH.","Var","1","52706844","4,062","42","45","4411","0","1"
"64","YESILIRMAK","04100080972","19.0.0.0.0","BOGAZKALE BELEDIYESI","","Var","1","52664340","20,032","139","127","24575","0","1"
"65","YESILIRMAK","04100080976","55.0.0.0.0","","","Var","1","52706443","6,41","94","50","5000","0","0"
"66","YESILIRMAK","04100081067","52.0.0.0.0","IKIZCE BELEDIYESI","/***AMBARTEPE","Var","1","52714386","5,062","163","69","6950","0","1"
"67","YESILIRMAK","04100081126","55.0.0.0.0","","/***SOKAK AYDINLATMA","Var","1","52707609","0,606","36","8","710","0","1"
"68","YESILIRMAK","04100081162","19.0.0.0.0","","SEKERHACILI TR/SUNGURLU","Var","1","52694170","6,518","81","81","3570","0","0"
"69","YESILIRMAK","04100081215","55.0.0.0.0","19 MAYIS BELEDIYESI","/***B.EVLER EK TR.ELF ARKASIRIFKI UZUN 19 MAYIS","Var","1","52707121","4,039","48","48","5100","0","1"
"70","YESILIRMAK","04100081268","55.0.0.0.0","KAMLIK.G.AYDINLATMASI","","Var","1","52665349","7,816","116","62","7300","0","0"
"71","YESILIRMAK","04100081310","52.0.0.0.0","PERSEMBE BELEDIYESI","","Var","1","52665679","4,18","126","38","4700","0","0"
"72","YESILIRMAK","04100081340","52.0.0.0.0","","","Var","1","52705119","8,32","165","72","8950","0","0"
"73","YESILIRMAK","04100081344","57.0.0.0.0","TR:6   SOBACILAR","","Var","1","52698294","2,698","16","16","1650","0","0"
"74","YESILIRMAK","04100081580","5.0.0.0.0","SULUOVA BELEDIYESI","","Var","1","52714899","22,72","145","145","22720","0","0"
"75","YESILIRMAK","04100081585","55.0.0.0.0","","","Var","1","52699675","4","53","35","4000","0","0"
"76","YESILIRMAK","04100081611","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52665948","4,408","104","35","4950","0","1"
"77","YESILIRMAK","04100081452","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52694619","8,226","153","57","7070","0","1"
"78","YESILIRMAK","04100081677","52.0.0.0.0","PERSEMBE BELEDIYESI","","Var","1","52715495","5,27","151","49","5990","0","0"
"79","YESILIRMAK","04100081718","57.0.0.0.0","KARLI MIZRAKLI MAH  TR SOKAK AYDINLATMA","MIZRAKLI MAH.","Var","1","52699353","3,808","78","54","3050","0","0"
"80","YESILIRMAK","04100081720","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52705113","6,72","166","57","7070","0","0"
"81","YESILIRMAK","04100081752","5.0.0.0.0","","","Var","1","52715741","3,676","31","31","5687","0","1"
"82","YESILIRMAK","04100081756","52.0.0.0.0","ALTINORDU BELEDIYESI","","Var","1","52665384","4,279","94","51","4300","0","0"
"83","YESILIRMAK","04100081810","19.0.0.0.0","SUNGURLU BELEDIYESI","HACETTEPE MAHALLESI","Var","1","52704788","7,699","85","89","8836","0","1"
"84","YESILIRMAK","04100081837","52.0.0.0.0","","","Var","1","52716786","0,801","45","20","1700","0","1"
"85","YESILIRMAK","04100081876","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52703455","12,02","116","110","13510","0","0"
"86","YESILIRMAK","04100081976","52.0.0.0.0","","","Var","1","52694182","3,77","114","36","4330","0","0"
"87","YESILIRMAK","04100081988","19.0.0.0.0","","BAGDATLI TR/SUNGURLU","Var","1","52670740","3,712","52","45","4480","0","1"
"88","YESILIRMAK","04100082009","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52705220","8,59","175","76","9340","0","0"
"89","YESILIRMAK","04100082054","55.0.0.0.0","BOGAZKAYA MERKEZ EK","","Var","1","52705861","5,272","53","59","6346","0","0"
"90","YESILIRMAK","04100082197","55.0.0.0.0","CANIK BELEDIYESI ","","Var","1","52698261","8,3","65","65","8300","0","0"
"91","YESILIRMAK","04100082200","52.0.0.0.0","AKKUS BELEDIYESI","","Var","1","52715432","0,564","18","12","750","0","1"
"92","YESILIRMAK","04100082207","55.0.0.0.0","TERME BEL. SOKAK AYD.","/***ANAFARTALAR CAD. YENI TR","Var","20","52723657","5,455","29","37","3500","0","1"
"93","YESILIRMAK","04100082229","55.0.0.0.0","EVCI BELEDIYESI GENEL AYD","","Var","1","52715143","16,26","32","64","16000","0","0"
"94","YESILIRMAK","04100082281","55.0.0.0.0","","","Var","1","52705971","4,7","84","22","2750","0","0"
"95","YESILIRMAK","04100082284","55.0.0.0.0","SAKARLI BELD.GENEL AYD.","","Var","1","52717115","18,802","33","60","15000","0","1"
"96","YESILIRMAK","04100082358","55.0.0.0.0","EYNEGAZI MERKEZMH.","/***EYNEGAZI MERKEZ MH.","Var","1","52707355","1,00234","16","17","1900","0","0"
"97","YESILIRMAK","04100082369","19.0.0.0.0","","","Var","1","52666460","3,219","89","53","3747","0","1"
"98","YESILIRMAK","04100082400","55.0.0.0.0","","","Var","1","52705930","4,06002","74","34","4000","0","0"
"99","YESILIRMAK","04100082401","52.0.0.0.0","KABATAS BELEDIYESI","","Var","1","52707322","11,48","121","56","14000","0","0"
"100","YESILIRMAK","04100082408","55.0.0.0.0","ILKADIM BELEDIYESI ","","Var","1","52710881","12","96","96","12000","0","0"
"101","YESILIRMAK","04100082409","52.0.0.0.0","","","Var","1","52715307","5,14","222","53","5350","0","0"
"102","YESILIRMAK","04100082413","52.0.0.0.0","AKKUS BELEDIYESI","","Var","1","52714988","0,409","9","8","650","0","1"
"103","YESILIRMAK","04100082471","55.0.0.0.0","ATAKUM BELEDIYESI ","","Var","1","52715124","5,84","55","55","5800","0","0"
"104","YESILIRMAK","04100082499","52.0.0.0.0","KUMRU BELEDIYESI","","Var","1","52716465","7,094","111","75","7200","0","0"
"105","YESILIRMAK","04100082514","52.0.0.0.0","ALTINORDU BELEDIYESI","/***DEDELI ASAGI M. 100KVA TR TR1","Var","1","52665327","7,83","118","65","7900","0","0"
"106","YESILIRMAK","04100082649","55.0.0.0.0","ATAKENTBEL SK AYDINLATMA","***HALI SAHA YANI DIREK","Var","1","52715551","9,236","84","84","9236","0","0"
"107","YESILIRMAK","04100082674","55.0.0.0.0","BAFRACALI ORTA MAH OKUL YANI TR","BAFRACALI ORTA MAH OKUL YANI TR","Var","1","52705557","2,712","33","22","2810","0","0"
"108","YESILIRMAK","04100082686","19.0.0.0.0","ISKILIP BELEDIYESI","","Var","1","52702034","25,217","343","328","41100","0","1"
"109","YESILIRMAK","04100082690","57.0.0.0.0","SOKAK AYDINLATMA","YESIL KY.MERKEZ MH.","Var","1","52705619","1,268","20","17","850","0","0"
"110","YESILIRMAK","04100082708","57.0.0.0.0","ZAVIYE K.SOKAK AYDINLATMASI","","Var","1","52666560","1,905","99","44","1750","0","0"
"111","YESILIRMAK","04100082710","57.0.0.0.0","SOKAK AYDINLATMA","KURUSARAY KY.MERKEZ MH.","Var","1","52704230","3,6617934783","54","39","1950","0","0"
"112","YESILIRMAK","04100082799","55.0.0.0.0","TR 35","","Var","1","52707134","13,376","85","75","9375","0","0"
"113","YESILIRMAK","04100082864","57.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52707571","1,857","36","12","1500","0","0"
"114","YESILIRMAK","04100082878","57.0.0.0.0","","","Var","1","52699175","3,776","54","20","2272","0","0"
"115","YESILIRMAK","04100082886","55.0.0.0.0","","/***SOKAK AYDINLATMA","Var","1","52707472","4,165","50","33","5500","0","1"
"116","YESILIRMAK","04100082905","5.0.0.0.0","AMASYA BELEDIYESI","ALPTEKIN BAGLARI SU POMPASI YANI KABIN TR","Var","1","52696463","5,5","26","26","5500","0","0"
"117","YESILIRMAK","04100082906","55.0.0.0.0","SEHKOYUN.G.AYDINLATMASI","","Var","1","52666192","8,877","72","33","4025","0","1"
"118","YESILIRMAK","04100082907","55.0.0.0.0","","","Var","1","52704091","4,321","43","28","3500","0","1"
"119","YESILIRMAK","04100082908","57.0.0.0.0","","ALIBEY MAH.","Var","1","52697027","2,41","107","39","1950","0","1"
"120","YESILIRMAK","04100082909","52.0.0.0.0","PERSEMBE BELEDIYESI","/***TR-198 KIRLI BELDESI ORTA MAH.2 TEPEHARMAN 50 KVATR PERSEMBE","Var","1","52665148","3,272","85","24","3250","0","1"
"121","YESILIRMAK","04100082934","55.0.0.0.0","SIRSIRIN","","Var","1","52665744","0,873","18","18","1752","0","0"
"122","YESILIRMAK","04100082943","52.0.0.0.0","","","Var","1","52665017","6,393","38","38","5150","0","1"
"123","YESILIRMAK","04100082953","52.0.0.0.0","PERSEMBE BELEDIYESI","/***TR-73 MERSIN ILAVE 100 KVATR PERSEMBE","Var","1","52670862","8,92","175","74","10000","0","0"
"124","YESILIRMAK","04100082985","55.0.0.0.0","IRMAKSIRTI ARMUTLUK MH. TR.","IRMAKSIRTI ARMUTLUK MH. TR.","Var","1","52704904","7,434","62","42","10000","0","1"
"125","YESILIRMAK","04100082991","5.0.0.0.0","","ALPASLAN BELEDIYESI YENI TRAFO","Var","1","52698188","7,5846153846","40","40","7580","0","0"
"126","YESILIRMAK","04100083026","52.0.0.0.0","AKKUS BELEDIYESI","","Var","1","52716009","2,358","79","22","2660","0","1"
"127","YESILIRMAK","04100083059","52.0.0.0.0","AKKUS BELEDIYESI","","Var","1","52715312","2,455","269","22","1960","0","1"
"128","YESILIRMAK","04100083066","55.0.0.0.0","ILKADIM BELEDIYESI ","/***SEYYITKUTBITTIN CAMII ALTI GIRIS","Var","1","52694830","5","40","40","5000","0","0"
"129","YESILIRMAK","04100083135","5.0.0.0.0","SULUOVA BELEDIYESI","MAGOSA MAH.YARMA TR.","Var","1","52699270","7,33194","44","44","7331,94","0","0"
"130","YESILIRMAK","04100083194","55.0.0.0.0","SOKAKAYDINLATMASI.DANACI","","Var","1","52706993","3,729","20","20","2081","0","1"
"131","YESILIRMAK","04100083207","52.0.0.0.0","","","Var","1","52706726","4,12","96","55","4950","0","0"
"132","YESILIRMAK","04100083240","19.0.0.0.0","","","Var","1","52665256","3,086","58","28","2800","0","1"
"133","YESILIRMAK","04100083245","52.0.0.0.0","","/***EVKAF MAH.LIMAN KARSISI TR-95 400 KVA","Var","1","52670619","12,77","85","66","13250","0","0"
"134","YESILIRMAK","04100083249","55.0.0.0.0","LADIK BELEDIYESI ","","Var","1","52666404","4,89","28","36","4500","0","0"
"135","YESILIRMAK","04100083311","55.0.0.0.0","ATAKUM BELEDIYESI ","/***INEBOLU SK 333.SK.","Var","20","52716657","6,962","51","51","6400","0","1"
"136","YESILIRMAK","04100083345","55.0.0.0.0","","","Var","1","52666242","0,199","35","14","1075","0","0"
"137","YESILIRMAK","04100083364","55.0.0.0.0","ILKADIM BELEDIYESI ","","Var","1","52710332","5,5","44","44","5500","0","0"
"138","YESILIRMAK","04100083365","5.0.0.0.0","MERZIFON BELEDIYESI","VAROL SANAYI STESI YANISOKAK AYDINLATMA","Var","1","52705780","19,024","132","132","24880","0","1"
"139","YESILIRMAK","04100083423","55.0.0.0.0","","/***KALE MAH. 19 MAYIS BULVARI-PROTOKOL YOLU KAVSAGI TRAFIK SINYALIZASYONU","Var","1","52723624","0,43","3","3","430","1","0"
"140","YESILIRMAK","04100083424","19.0.0.0.0","","","Var","1","52666607","2,76","32","20","1272","0","0"
"141","YESILIRMAK","04100083478","55.0.0.0.0","","","Var","1","52706319","1,93189","43","13","1430","0","0"
"142","YESILIRMAK","04100083481","57.0.0.0.0","SOKAK AYDINLATMASI","","Var","1","52706040","2,382","51","16","650","0","1"
"143","YESILIRMAK","04100083494","55.0.0.0.0","EVCI BELEDIYESI GENEL AYD","","Var","1","52705210","8,53533","47","63","8500","0","0"
"144","YESILIRMAK","04100083511","55.0.0.0.0","ATAKUM BELEDIYESI ","/***B. OYUMCA INCIRCE MAH DIREK TIPI TRAFO","Var","20","52715376","9,451","77","70","8400","0","1"
"145","YESILIRMAK","04100083616","19.0.0.0.0","","","Var","1","52666463","4,364","52","44","4364","0","0"
"146","YESILIRMAK","04100083697","52.0.0.0.0","","","Var","1","52714499","13,14","158","126","15640","0","0"
"147","YESILIRMAK","04100083704","55.0.0.0.0","","","Var","1","52706270","6,8","60","60","7000","0","0"
"148","YESILIRMAK","04100083713","19.0.0.0.0","","BIRLIK TUGLA TEKIN KARO DIREK TR","Var","1","52705267","1,45","27","14","1500","0","0"
"149","YESILIRMAK","04100083654","5.0.0.0.0","MERZIFON BELEDIYESI","100.YIL AZIZ DURAN KARSISSOKAK AYDINLATMA","Var","1","52704606","1,614","9","9","2000","0","1"
"150","YESILIRMAK","04100083717","19.0.0.0.0"," ALACA BELEDIYE BASKANLIGI","YILDIZHAN MH.EMIR TOPALSK.","Var","1","52703583","15,95","63","49","7150","0","0"
"151","YESILIRMAK","04100083848","19.0.0.0.0","","","Var","1","52694597","12,94","110","110","4350","0","0"
"152","YESILIRMAK","04100083921","55.0.0.0.0","","","Var","1","52707405","23,171","133","157","18575","0","1"
"153","YESILIRMAK","04100083927","55.0.0.0.0","KOCAMAN BEL GENEL AYD.","/***TR 13","Var","1","52706067","8,1","101","72","8144","0","0"
"154","YESILIRMAK","04100083933","52.0.0.0.0","FATSA BELEDIYESI","/***KONAKBASI MAH.KILLIK YOLU 100 KVA","Var","1","52699759","3,991","107","50","12500","0","1"
"155","YESILIRMAK","04100083957","52.0.0.0.0","","","Var","1","52666444","7,49","179","76","7550","0","0"
"156","YESILIRMAK","04100083994","52.0.0.0.0","FATSA BELEDIYESI","","Var","1","52703377","4,104","126","32","4700","0","1"
"157","YESILIRMAK","04100084030","52.0.0.0.0","ULUBEY BELEDIYESI","","Var","1","52698998","5,934","120","51","6200","0","1"
"158","YESILIRMAK","04100084043","19.0.0.0.0","","","Var","1","52694573","1,278","30","26","1920","0","1"
"159","YESILIRMAK","04100083768","52.0.0.0.0","KUMRU BELEDIYESI","","Var","1","52716711","5,098","93","52","5200","0","0"
"160","YESILIRMAK","04100083824","52.0.0.0.0","","","Var","1","52714829","16,39","37","164","18850","0","0"
"161","YESILIRMAK","04100084228","55.0.0.0.0","ANAKENTBEL SK AYDINLAT","","Var","1","52713255","12,44","113","113","12440","0","0"
"162","YESILIRMAK","04100084229","19.0.0.0.0","OSMANCIK BELEDIYESI","CUMHURIYET MHOSMANCIK","Var","1","52698672","13,6","123","108","13600","0","0"
"163","YESILIRMAK","04100084280","52.0.0.0.0","","/***MKP.MAH.PTT TR-10 400 KVA","Var","1","52715777","5,49","155","54","6690","0","0"
"164","YESILIRMAK","04100084307","55.0.0.0.0","SOKAKAYDINLATMA","","Var","1","52715054","0,45","3","3","450","0","0"
"165","YESILIRMAK","04100084471","55.0.0.0.0","TOPSAHASIYANI TR.","","Var","1","52706905","7,362","55","50","6500","0","1"
"166","YESILIRMAK","04100084507","55.0.0.0.0","","","Var","1","52665578","2,691","25","25","2500","0","1"
"167","YESILIRMAK","04100084516","5.0.0.0.0","","","Var","1","52665825","20,5","130","130","20500","0","0"
"168","YESILIRMAK","04100084541","19.0.0.0.0","","","Var","1","52698932","11,2125","125","57","9975","0","0"
"169","YESILIRMAK","04100084585","5.0.0.0.0","MERZIFON BELEDIYESI","","Var","1","52704124","13,25835","80","80","13258","0","0"
"170","YESILIRMAK","04100084417","19.0.0.0.0","","","Var","1","52694832","4,332","37","48","5110","0","1"
"171","YESILIRMAK","04100084605","19.0.0.0.0","","","Var","1","52699178","9,039","200","185","9500","0","1"
"172","YESILIRMAK","04100084650","55.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52699124","10,775","80","80","11500","0","1"
"173","YESILIRMAK","04100084688","52.0.0.0.0","AKKUS BELEDIYESI","","Var","1","52716685","1,484","47","28","2100","0","1"
"174","YESILIRMAK","04100084751","52.0.0.0.0","","","Var","1","52716658","3,64","99","40","3850","0","0"
"175","YESILIRMAK","04100084797","52.0.0.0.0","","/***DAMARLI KONAKYANI MAH.50KVA TR","Var","1","52704950","4,47","139","40","4960","0","0"
"176","YESILIRMAK","04100084805","5.0.0.0.0","","SANAYII TRAFO","Var","1","52696507","2,415","15","15","2415","0","0"
"177","YESILIRMAK","04100084809","19.0.0.0.0","","MEZARLIK   ALPAGUT","Var","1","52694692","2,269","34","40","2214","0","0"
"178","YESILIRMAK","04100084831","55.0.0.0.0","","","Var","1","52665393","0,752","13","13","1000","0","1"
"179","YESILIRMAK","04100084891","52.0.0.0.0","","","Var","1","52715097","3,928","8","16","4000","0","1"
"180","YESILIRMAK","04100084912","19.0.0.0.0","","","Var","1","52666202","12,376","44","26","2560","0","0"
"181","YESILIRMAK","04100084915","55.0.0.0.0","SOKAK AYDINLATMA","","Var","1","52710707","6,112","52","22","5200","0","1"
"182","YESILIRMAK","04100084920","55.0.0.0.0","ILKADIM BELEDIYESI ","/***KAFKAS CD.CAMII YANI","Var","12","147038","8","64","64","8000","0","0"
"183","YESILIRMAK","04100084970","52.0.0.0.0","","","Var","1","52706824","4,14","106","45","4580","0","0"
"184","YESILIRMAK","04100084980","52.0.0.0.0","","/***ECELI 1.TR 100KVA TR","Var","1","52705224","22,55","159","110","27500","0","0"
"185","YESILIRMAK","04100085042","19.0.0.0.0","","","Var","1","52666075","1,683","157","40","4067","0","1"
"186","YESILIRMAK","04100085046","19.0.0.0.0","","BAYINDIR 3. SOK. ILE BAYINDIR 2. SOK. KESISIMI","Var","1","52705643","8,944","147","128","8944","0","0"
"187","YESILIRMAK","04100085047","55.0.0.0.0","KOZLUK BELDESI SOKAK AYD.","","Var","1","52703113","9,004","102","52","6240","0","0"
"188","YESILIRMAK","04100085189","5.0.0.0.0","","ERASLAN KASABASIBELEDIYE TR.","Var","1","52666505","12","100","100","12000","0","0"
"189","YESILIRMAK","04100085193","57.0.0.0.0","","","Var","1","52664333","1,0444565045","14","8","1000","0","0"
"190","YESILIRMAK","04100085203","19.0.0.0.0","","","Var","1","52665134","3,037","41","37","3500","0","1"
"191","YESILIRMAK","04100085218","5.0.0.0.0","","","Var","1","52665152","5,8","40","40","5800","0","0"
"192","YESILIRMAK","04100085225","55.0.0.0.0","ATAKUM BELEDIYESI ","/***338. SK.","Var","1","52712214","5,46","40","40","5500","0","1"
"193","YESILIRMAK","04100085354","55.0.0.0.0","","","Var","1","52706697","8,1","93","38","4750","0","0"
"194","YESILIRMAK","04100085356","5.0.0.0.0","","BAGLAR MAHALLESI TRAFO","Var","1","52696764","4,83","29","29","4830","0","0"
"195","YESILIRMAK","04100085368","19.0.0.0.0","","GAZI CAD. KAPALI SPOR SALONU YANI","Var","1","52707747","12,8","19","37","7450","0","1"
"196","YESILIRMAK","04100085384","55.0.0.0.0","TR 73 GANIOGLU","/***GANIOGLU YOKUSU","Var","1","52714282","6,501","38","38","4780","0","1"
"197","YESILIRMAK","04100085295","55.0.0.0.0","","","Var","1","52703631","4,967","101","30","4350","0","1"
"198","YESILIRMAK","04100085312","52.0.0.0.0","FATSA BELEDIYESI","/***ASLANCAMI TR-1 ASLAN MAH. 50 KVA","Var","1","52699965","1,85","69","18","2220","0","0"
"199","YESILIRMAK","04100085414","52.0.0.0.0","FATSA BELEDIYESI","/***MKP.MAH.BELEDIYE SISELEME TESISI TR-4 400 KVA","Var","1","52699800","7,97","205","73","9060","0","0"
"200","YESILIRMAK","04100085559","19.0.0.0.0","","","Var","1","52704801","5,28","23","27","3100","0","0"
