"No","Sirket","AboneNo","IsletmeKodu","AboneAdi","AboneAdresi","BagAnlasma","Carpan","SayacSeriNo","Seyt","DirekSayisi","ArmaturSayisi","ArmaturGucu","24SaatlikCalisma","DenetlenenAbone"
"12832","YESILIRMAK","04101844334","52.0.0.0.0","ULUBEY BELEDIYESI","UZUNMAHMUT MH. PAMUKLUK Yolu NO: AY - 1 / AYDINLATMA","Var","1","52698479","2,036","67","32","2750","0","1"
"12833","YESILIRMAK","04101845689","57.0.0.0.0","TR-87 SINOP BELEDIYE BASKANLIGI","TR-87 ORDU KY. Sanayi Sitesi Yolu NO: AY_2 / AYD.","Var","1","52699130","2,9","24","24","2400","0","1"
"12834","YESILIRMAK","04101848292","5.0.0.0.0","","","Var","1","52670994","7","49","49","7000","0","0"
"12835","YESILIRMAK","04101848377","5.0.0.0.0","","","Var","1","52671091","4,25","27","27","4250","0","0"
"12836","YESILIRMAK","04101848389","5.0.0.0.0","SULUOVA BELEDIYESI","","Var","1","52699539","2,8","25","25","2800","0","0"
"12837","YESILIRMAK","04101848390","5.0.0.0.0","SULUOVA BELEDIYESI","","Var","1","52698506","9,75","75","75","9750","0","0"
"12838","YESILIRMAK","04101848391","5.0.0.0.0","SULUOVA BELEDIYESI","","Var","1","52699243","7,185","47","47","7810","0","1"
"12839","YESILIRMAK","04101847789","5.0.0.0.0","","","Var","1","80215095","1,2","8","8","1200","0","0"
"12840","YESILIRMAK","04101847790","52.0.0.0.0","","ESENLI MH. BOGMALIK Yolu NO: TR - HAPAN / AYDINLATMA","Var","1","52704875","2,764","73","27","2955","0","1"
"12841","YESILIRMAK","04101847574","57.0.0.0.0","","","Var","1","52729657","1,1489642695","23","13","650","0","0"
"12842","YESILIRMAK","04101847605","55.0.0.0.0","ILKADIM BELEDIYESI","","Var","1","52720248","0,62","14","14","1338","0","0"
"12843","YESILIRMAK","04101847698","55.0.0.0.0","","","Var","1","52709593","0,43","6","18","430","1","0"
"12844","YESILIRMAK","04101847862","55.0.0.0.0","ILKADIM BELEDIYESI","","Var","1","52723773","1,387","12","12","1200","0","0"
"12845","YESILIRMAK","04101848242","19.0.0.0.0","","","Var","1","52699026","0,6855630969","32","13","686","0","0"
"12846","YESILIRMAK","04101850205","19.0.0.0.0","BAYAT BELEDIYESI","","Var","1","52703189","1,895","22","12","1750","0","1"
"12847","YESILIRMAK","04101851058","55.0.0.0.0","","SABANOGLU MH. ORGANIZE SANAYI Blv","Var","1","52736301","22,803","40","84","21000","0","1"
"12848","YESILIRMAK","04101851080","55.0.0.0.0","","","Var","1","52710834","0,6","4","5","540","0","0"
"12849","YESILIRMAK","04101851081","55.0.0.0.0","","","Var","1","52710753","2,16","22","22","2200","0","0"
"12850","YESILIRMAK","04101851083","55.0.0.0.0","","SABANOGLU MH. YUNUS EMRE Sok BIRMOT YANI","Var","1","52709949","3,976","40","40","4000","0","0"
"12851","YESILIRMAK","04101851085","55.0.0.0.0","","","Var","1","52710110","3,88984","25","25","3500","0","0"
"12852","YESILIRMAK","04101851088","55.0.0.0.0","","KIRAZLIK MH. ISTASYON Sok. ISUZU ARKASI","Var","1","52710120","2,13","18","18","1800","0","0"
"12853","YESILIRMAK","04101851108","55.0.0.0.0","","","Var","1","52710019","1,202","9","9","900","0","0"
"12854","YESILIRMAK","04101851112","55.0.0.0.0","","KIRAZLIK MH. SUSAM Sok. SIEMENS ARKASI","Var","1","52709982","2,045","15","15","1650","0","0"
"12855","YESILIRMAK","04101851126","55.0.0.0.0","ILKADIM BELEDIYESI","KARASAMSUN MH. ADALET Cad. UZUNYAZI PARKI","Var","1","52716721","1,1","1","4","1000","0","0"
"12856","YESILIRMAK","04101846592","19.0.0.0.0","","","Var","1","52666585","0,985","23","12","1152","0","1"
"12857","YESILIRMAK","04101846593","19.0.0.0.0","","","Var","1","52666520","2,073","40","19","2280","0","1"
"12858","YESILIRMAK","04101847516","19.0.0.0.0","","","Var","1","52698728","3,225","136","58","3190","0","0"
"12859","YESILIRMAK","04101845171","19.0.0.0.0","","","Var","1","52697450","1,23","40","24","1180","0","0"
"12860","YESILIRMAK","04101845180","19.0.0.0.0","","","Var","1","52716077","23,124","40","90","23500","0","1"
"12861","YESILIRMAK","04101845183","19.0.0.0.0","","","Var","1","52665750","1,384","17","19","1421","0","1"
"12862","YESILIRMAK","04101845184","19.0.0.0.0","","","Var","1","52666137","0,575","13","10","500","0","0"
"12863","YESILIRMAK","04101843231","55.0.0.0.0","ILKADIM BELEDIYESI","","Var","1","52710051","1,38","14","14","1400","0","0"
"12864","YESILIRMAK","04101840441","19.0.0.0.0","","","Var","1","52705888","3,15","37","22","3150","0","0"
"12865","YESILIRMAK","04101840442","19.0.0.0.0","","ULUKAVAK MAH. HAK-IS BLOKLARI KARSISI","Var","1","52705276","24,29","89","77","22050","0","0"
"12866","YESILIRMAK","04101840443","19.0.0.0.0","","ULUKAVAK MAH. SAKARYA 4.SK ILE 2.SK KESISIMI","Var","1","52707294","3,027","24","24","3150","0","1"
"12867","YESILIRMAK","04101840462","19.0.0.0.0","","","Var","1","52704782","3,948","54","39","4358","0","1"
"12868","YESILIRMAK","04100020819","55.0.0.0.0","ATAKUM BELEDIYESI","","Var","1","52717133","0,503","10","10","600","0","1"
"12869","YESILIRMAK","04101839030","55.0.0.0.0","ONDOKUZ MAYIS BELEDIYESI","","Var","1","52716800","2,881","12","24","3000","0","1"
"12870","YESILIRMAK","04101840749","55.0.0.0.0","ATAKUM BELEDIYESI","","Var","1","52717049","2,2","16","16","2200","0","0"
"12871","YESILIRMAK","04101840942","55.0.0.0.0","ATAKUM BELEDIYESI","YENIMAHALLE MH. 3195 SOKAK PARK","Var","1","52714993","1,351","12","12","1500","0","1"
"12872","YESILIRMAK","04101852755","19.0.0.0.0","","","Var","1","52699415","1,99","11","11","2000","0","0"
"12873","YESILIRMAK","04101853187","19.0.0.0.0","","","Var","1","52699631","1,334","26","14","1100","0","1"
"12874","YESILIRMAK","04101854013","57.0.0.0.0","","","Var","1","52704746","2,601","28","25","2500","0","1"
"12875","YESILIRMAK","04101854017","57.0.0.0.0","","","Var","1","52705075","7,785","54","63","6300","0","1"
"12876","YESILIRMAK","04101854064","57.0.0.0.0","AYANCIK BELEDIYE BASKANLIGI ","","Var","1","52715442","0,545","1","4","500","0","1"
"12877","YESILIRMAK","04101856059","55.0.0.0.0","ONDOKUZ MAYIS BELEDIYESI","CUMHURIYET MH. HAMZA YERLIKAYA SK SEHIT SAVCI MURAT UZUN PARKI","Var","1","52715528","7,4","30","30","7000","0","0"
"12878","YESILIRMAK","04101856060","55.0.0.0.0","ONDOKUZ MAYIS BELEDIYESI","","Var","1","52713262","1,882","15","15","600","0","1"
"12879","YESILIRMAK","04101856065","55.0.0.0.0","ONDOKUZ MAYIS BELEDIYESI","YUKARI ENGIZ MH. FATIH CD ESKI AHSAP CAMI PARKI","Var","1","52714266","1,2","46","46","1840","0","0"
"12880","YESILIRMAK","04101856209","55.0.0.0.0","TERME BELEDIYESI","","Var","1","82141798","1,825","30","50","1500","0","0"
"12881","YESILIRMAK","04101856212","55.0.0.0.0","TERME BELEDIYESI","","Var","1","82141811","0,4","18","18","2000","0","0"
"12882","YESILIRMAK","04101856213","55.0.0.0.0","TERME BELEDIYESI","","Var","1","82141776","1,221","25","25","1500","0","0"
"12883","YESILIRMAK","04101856347","55.0.0.0.0","TERME BELEDIYESI","","Var","1","81660165","0,88","7","21","2000","0","0"
"12884","YESILIRMAK","04101856445","55.0.0.0.0","","SABANOGLU MH. ORGANIZE SANAYI BLV","Var","1","52710796","9,587","18","36","9000","0","0"
"12885","YESILIRMAK","04101856449","55.0.0.0.0","","SABANOGLU MH. KUTLUKENT BLV NO: BOX","Var","1","52734614","18,057","39","78","19500","0","1"
"12886","YESILIRMAK","04101856451","55.0.0.0.0","","SABANOGLU MH. ADNAN KAHVECI BLV","Var","1","52717773","1,458","13","13","3250","0","1"
"12887","YESILIRMAK","04101856452","55.0.0.0.0","","SABANOGLU MH. ADNAN KAHVECI BLV NO: BOX","Var","1","52717815","10,926","25","52","15000","0","1"
"12888","YESILIRMAK","04101856929","55.0.0.0.0","TERME BELEDIYESI","FENK MH. SHT. RIFAT SEZGIN SK PARK","Var","1","52713244","1,8","13","36","1500","0","0"
"12889","YESILIRMAK","04101856930","55.0.0.0.0","TERME BELEDIYESI","","Var","1","52712735","4","30","30","3600","0","0"
"12890","YESILIRMAK","04101856932","55.0.0.0.0","TERME BELEDIYESI","","Var","1","52713444","0,35","16","15","1500","0","0"
"12891","YESILIRMAK","04101857162","55.0.0.0.0","","","Var","1","52709960","14,78","134","67","15000","0","0"
"12892","YESILIRMAK","04101857694","5.0.0.0.0","","YALIBOYU VE KALE AYDINLATMASI","Var","60","80103776","29,129","300","300","60000","0","1"
"12893","YESILIRMAK","04100193889","55.0.0.0.0","ATAKUM BELEDIYESI","ALPARSLAN BUL. MEVLANA MAH. PARK","Var","1","52716554","1","12","12","1000","0","0"
"12894","YESILIRMAK","04101859459","52.0.0.0.0","","","Var","1","52715888","5,74","90","90","5750","0","0"
"12895","YESILIRMAK","04101859461","52.0.0.0.0","","","Var","1","52695698","7,97","172","172","5924","0","0"
"12896","YESILIRMAK","04101859462","52.0.0.0.0","","","Var","1","52714801","2,36","106","106","2438","0","0"
"12897","YESILIRMAK","04101859463","52.0.0.0.0","","","Var","1","52715810","2,55","106","106","2538","0","0"
"12898","YESILIRMAK","04101859464","52.0.0.0.0","","","Var","1","52715868","1,53","7","8","1550","0","0"
"12899","YESILIRMAK","04101859465","52.0.0.0.0","","NIZAMETTIN MH. BOZTEPE Cad. NO: BELEDIYE P / AYDINLATMA","Var","1","52714712","3,85","25","25","3750","0","0"
"12900","YESILIRMAK","04101851710","52.0.0.0.0","","","Var","1","52715822","2,016","15","14","1490","0","1"
"12901","YESILIRMAK","04101839050","55.0.0.0.0","HAVZA BELEDIYESI","","Var","1","52714719","9,4092307692","84","84","9240","0","0"
"12902","YESILIRMAK","04101839051","55.0.0.0.0","HAVZA BELEDIYESI","BOYALICA MH. SAMSUN / ANKARA KARA YOLU Blv. NO: TR ","Var","1","52723757","24,67","48","100","25000","0","0"
"12903","YESILIRMAK","04101778383","52.0.0.0.0","","","Var","1","52724594","0,26","1","6","260","1","0"
"12904","YESILIRMAK","04100040870","55.0.0.0.0","","SAGIMAD TR 42","Var","1","52710877","7,548","65","65","8500","0","1"
"12905","YESILIRMAK","04100018783","55.0.0.0.0","","SAGIMAD TR 40","Var","1","52721259","6,473","50","50","6500","0","0"
"12906","YESILIRMAK","04100242658","55.0.0.0.0","","SAGIMAD TR 41","Var","1","52721042","10,1","70","75","10000","0","0"
"12907","YESILIRMAK","04101863170","57.0.0.0.0","GERZE BELEDIYE BASKANLIGI","","Var","1","52717424","5,332","63","63","3336","0","0"
"12908","YESILIRMAK","04101864633","5.0.0.0.0","AMASYA BELEDIYESI","","Var","1","81661059","0,6","10","10","600","0","0"
"12909","YESILIRMAK","04101864634","5.0.0.0.0","AMASYA BELEDIYESI","","Var","1","52716147","0,703","23","23","1720","0","1"
"12910","YESILIRMAK","04101864638","5.0.0.0.0","AMASYA BELEDIYESI","","Var","1","52714949","2,64","44","44","2640","0","0"
"12911","YESILIRMAK","04101864639","5.0.0.0.0","AMASYA BELEDIYESI","","Var","1","52697427","4,5","8","8","4500","0","0"
"12912","YESILIRMAK","04101864641","5.0.0.0.0","AMASYA BELEDIYESI","","Var","1","52714855","1,202","24","24","1920","0","1"
"12913","YESILIRMAK","04101864747","5.0.0.0.0","ZIYARET BELEDIYESI","ZIYARET MEZARLIK ALTI YENI SU POMPASI YANI TR","Var","1","52706741","1,157","15","15","1600","0","1"
"12914","YESILIRMAK","04101864748","5.0.0.0.0","","","Var","1","52694340","3,009","20","20","3150","0","1"
"12915","YESILIRMAK","04101864913","5.0.0.0.0","","","Var","1","52665903","3,288","22","25","3680","0","1"
"12916","YESILIRMAK","04100018310","55.0.0.0.0","ILKADIM BELEDIYESI","","Var","1","52696935","6,011352344","48","48","6000","0","0"
"12917","YESILIRMAK","04100028674","55.0.0.0.0","ILKADIM BELEDIYESI","","Var","1","52698269","0,9780664446","37","10","1000","0","0"
"12918","YESILIRMAK","04101866653","19.0.0.0.0","","","Var","1","52717830","1,744","11","11","1800","0","0"
"12919","YESILIRMAK","04101869470","5.0.0.0.0","","","Var","1","52698343","2,5","35","35","2500","0","0"
"12920","YESILIRMAK","04101869471","5.0.0.0.0","","","Var","1","52694175","1,25","10","10","1250","0","0"
"12921","YESILIRMAK","04101869473","5.0.0.0.0","","","Var","1","52665977","2,5","40","40","2500","0","0"
"12922","YESILIRMAK","04101869474","5.0.0.0.0","","","Var","1","52694296","3","30","30","3000","0","0"
"12923","YESILIRMAK","04101869476","5.0.0.0.0","TASOVA BELEDIYESI","TASOVA YESILIRMAK KENARI","Var","1","52699715","10,231","90","90","12000","0","1"
"12924","YESILIRMAK","04101869477","5.0.0.0.0","TASOVA BELEDIYESI","","Var","1","52699803","6,946","65","65","6500","0","1"
"12925","YESILIRMAK","04101870306","52.0.0.0.0","","HARUNIYE MH. MERKEZ Sok. NO: AY-1 / AYDINLATMA","Var","1","52703620","2,767","73","29","2425","0","1"
"12926","YESILIRMAK","04101843970","55.0.0.0.0","","","Var","1","52710926","4,781","80","80","9000","0","1"
"12927","YESILIRMAK","04101843972","55.0.0.0.0","","","Var","1","52710061","10,92638","80","80","10000","0","0"
"12928","YESILIRMAK","04101839029","55.0.0.0.0","","19 MAYIS MH. 631 Sok. NO: EK TR ","Var","1","52724246","2,623","53","30","9000","0","1"
"12929","YESILIRMAK","04101858836","55.0.0.0.0","","KALE MH. 19 MAYIS Blv Protokol Yolu","Var","1","52707660","6,6","30","60","6600","0","0"
"12930","YESILIRMAK","04101871465","55.0.0.0.0","ASARCIK BELEDIYESI","","Var","1","52694185","8","66","36","3700","0","0"
"12931","YESILIRMAK","04101871468","55.0.0.0.0","","ASAGIMUSALLA MH.ASAGIMUSALLA MH. - 1","Var","1","52704244","1,148","15","11","1100","0","1"
"12932","YESILIRMAK","04101871474","55.0.0.0.0","","","Var","1","52705185","0,741","23","23","1500","0","1"
"12933","YESILIRMAK","04101871487","55.0.0.0.0","","","Var","1","52706973","2","106","22","2420","0","0"
"12934","YESILIRMAK","04101871488","55.0.0.0.0","","","Var","1","52704094","1,5","15","15","1750","0","0"
"12935","YESILIRMAK","04101871491","55.0.0.0.0","","","Var","1","52706055","2,247","67","15","2250","0","1"
"12936","YESILIRMAK","04101871493","55.0.0.0.0","","DAMLATAS MH.DAMLATAS MH. - 1","Var","1","52707009","9,12","80","22","2750","0","0"
"12937","YESILIRMAK","04101871497","55.0.0.0.0","","KABACEVIZ MH.KABACEVIZ MH. - 1","Var","1","52704601","1,4558665702","54","18","1350","0","0"
"12938","YESILIRMAK","04101871511","55.0.0.0.0","","KARAKULAK MH.KARAKULAK MH. - 1","Var","1","52707471","4,908","58","38","4200","0","0"
"12939","YESILIRMAK","04101871515","55.0.0.0.0","","KONUKLUK MH.KONUKLUK MH. - 1","Var","1","52704581","1,46","32","7","700","0","0"
"12940","YESILIRMAK","04101871517","55.0.0.0.0","","ASAGIMUSALLA MH.ASAGIMUSALLA MH. - 1","Var","1","81739181","0,02","31","11","625","0","0"
"12941","YESILIRMAK","04101871526","55.0.0.0.0","","","Var","1","52724023","1,5","12","12","1500","0","0"
"12942","YESILIRMAK","04101871527","55.0.0.0.0","","","Var","1","52704097","8,3922","82","80","8000","0","0"
"12943","YESILIRMAK","04101871535","55.0.0.0.0","","IRMAKSIRTI MH.IRMAKSIRTI MH. - 1","Var","1","52705785","3,43","43","28","3500","0","0"
"12944","YESILIRMAK","04101871547","55.0.0.0.0","","BORUK MH.BORUK MH. - 1","Var","1","52666169","0,49","10","10","500","0","0"
"12945","YESILIRMAK","04101871549","55.0.0.0.0","","BORUK MH.BORUK MH. - 1","Var","1","52666012","0,569","6","6","600","0","1"
"12946","YESILIRMAK","04101871563","55.0.0.0.0","","ELALDI MH.ELALDI MH. - 1","Var","1","52710079","0,572","45","4","425","0","0"
"12947","YESILIRMAK","04101871567","55.0.0.0.0","","ELALDI MH.ELALDI MH. - 1","Var","1","52665792","0,012","44","4","270","0","0"
"12948","YESILIRMAK","04101871578","55.0.0.0.0","","","Var","1","52666487","0,004","41","7","725","0","0"
"12949","YESILIRMAK","04101871581","55.0.0.0.0","","","Var","1","52665129","0,86","20","7","575","0","0"
"12950","YESILIRMAK","04101871588","55.0.0.0.0","","SUSUZ MH.SUSUZ MH. - 1","Var","1","52665881","0,123","61","2","100","0","1"
"12951","YESILIRMAK","04101871625","55.0.0.0.0","","SOFULAR MH.OVACIK","Var","1","52665332","1,193","58","10","1000","0","0"
"12952","YESILIRMAK","04101871723","55.0.0.0.0","","SOFULAR MH.SOFULAR MH. - 1","Var","1","52724171","0,83","11","10","900","0","0"
"12953","YESILIRMAK","04101871728","55.0.0.0.0","","SOFULAR MH.SOFULAR MH. - 1","Var","1","52665350","0","43","1","50","0","0"
"12954","YESILIRMAK","04101871731","55.0.0.0.0","","SIRBASMAK MH.SIRBASMAK MH. - 1","Var","1","52665799","1,52987","17","17","1500","0","0"
"12955","YESILIRMAK","04101871734","55.0.0.0.0","","YUKARINARLI MH.YUKARINARLI MH. - 1","Var","1","52665071","5,666","117","70","7000","0","1"
"12956","YESILIRMAK","04101871747","55.0.0.0.0","","SARIDIBEK MH.YAGDERESI MH. - 1","Var","1","52665322","0,85425","37","8","900","0","0"
"12957","YESILIRMAK","04101871780","55.0.0.0.0","LADIK BELEDIYESI","AYVALISOKAGI MH.AYVALISOKAGI MH. - 1","Var","1","52665063","11,043","61","60","10000","0","0"
"12958","YESILIRMAK","04101871792","55.0.0.0.0","","","Var","1","52699770","17","145","100","17000","0","0"
"12959","YESILIRMAK","04101871793","55.0.0.0.0","LADIK BELEDIYESI","POLAT MH.POLAT MH. - 1","Var","1","52666235","5,847","65","45","5000","0","0"
"12960","YESILIRMAK","04101871799","55.0.0.0.0","KAVAK BELEDIYESI","YASAR DOGU MH.HAVZA CD","Var","1","52716539","7,953","50","28","4375","0","1"
"12961","YESILIRMAK","04101871818","55.0.0.0.0","KAVAK BELEDIYESI","","Var","1","52694166","2,037","45","20","1450","0","0"
"12962","YESILIRMAK","04101871821","55.0.0.0.0","KAVAK BELEDIYESI","","Var","1","52665058","3,684","66","32","2325","0","0"
"12963","YESILIRMAK","04101871823","55.0.0.0.0","KAVAK BELEDIYESI","KAZANCI MH.KAZANCI MH. - 1","Var","1","52670879","1,25","30","10","1250","0","1"
"12964","YESILIRMAK","04101871824","55.0.0.0.0","ILKADIM BELEDIYESI","BILMECE MH.BILMECE MH. - 1","Var","1","52694358","0,474","52","8","1000","0","1"
"12965","YESILIRMAK","04101871827","55.0.0.0.0","SALIPAZARI BELEDIYESI","KIRGIL MH.HARMANLAR MH. - 1","Var","1","52694653","8,654","65","55","8500","0","0"
"12966","YESILIRMAK","04101871831","55.0.0.0.0","ONDOKUZMAYIS BELEDIYESI","","Var","1","52707150","1,217","41","82","10300","0","1"
"12967","YESILIRMAK","04101871836","55.0.0.0.0","ONDOKUZMAYIS BELEDIYESI","CEREKLI MH.CEREKLI MH. - 1","Var","1","52707253","4,825","77","45","4800","0","0"
"12968","YESILIRMAK","04101871874","55.0.0.0.0","","","Var","1","52699647","3,397","20","20","1500","0","0"
"12969","YESILIRMAK","04101871875","55.0.0.0.0","AYVACIK BELEDIYESI","","Var","1","52706154","6,925","50","50","6500","0","0"
"12970","YESILIRMAK","04101871877","55.0.0.0.0","AYVACIK BELEDIYESI","","Var","1","52707600","1,789","46","17","1225","0","1"
"12971","YESILIRMAK","04101871897","55.0.0.0.0","AYVACIK BELEDIYESI","","Var","1","52707215","2,093","85","27","2700","0","1"
"12972","YESILIRMAK","04101871903","55.0.0.0.0","AYVACIK BELEDIYESI","UGURLU MH.TERICEDERESI MH. - 1","Var","1","52707620","0,332","59","9","1900","0","1"
"12973","YESILIRMAK","04101871908","55.0.0.0.0","AYVACIK BELEDIYESI","TEPEALTI MH.TEPEALTI SK","Var","1","52706013","3,567","70","44","3500","0","1"
"12974","YESILIRMAK","04101871909","55.0.0.0.0","","","Var","1","52699826","1,001","51","10","1125","0","1"
"12975","YESILIRMAK","04101871911","55.0.0.0.0","TERME BELEDIYESI","YENI MH.SARAY cd","Var","1","52714354","2,08","3","3","750","0","0"
"12976","YESILIRMAK","04101871915","55.0.0.0.0","TERME BELEDIYESI","YENI MH.BEYAZIT cd","Var","1","52724020","0,85","5","5","1250","0","0"
"12977","YESILIRMAK","04101871916","55.0.0.0.0","","","Var","1","52698564","15,961","110","60","6000","0","0"
"12978","YESILIRMAK","04101871917","55.0.0.0.0","TERME BELEDIYESI","","Var","1","12741450","2,1","8","8","2200","0","0"
"12979","YESILIRMAK","04101871922","55.0.0.0.0","TERME BELEDIYESI","","Var","1","52723531","3","30","30","3000","0","0"
"12980","YESILIRMAK","04101871926","55.0.0.0.0","TERME BELEDIYESI","FENK MH.FISKOBIRLIK ","Var","1","52724181","0,42","2","2","500","0","0"
"12981","YESILIRMAK","04101871930","55.0.0.0.0","TERME BELEDIYESI","ALTUNLU MH.ALTUNLU MH. - 1","Var","1","52703167","1,888","51","25","3300","0","1"
"12982","YESILIRMAK","04101871968","55.0.0.0.0","TERME BELEDIYESI","KESIKKAYA MH.ULUDERE","Var","1","52706623","2,547","60","33","3500","0","1"
"12983","YESILIRMAK","04101871973","55.0.0.0.0","","","Var","1","52699812","7,016","140","65","7000","0","1"
"12984","YESILIRMAK","04101871976","55.0.0.0.0","TERME BELEDIYESI","KOZLUK MH.SOGUKSU","Var","1","52715892","0,939","51","9","1300","0","1"
"12985","YESILIRMAK","04101871980","55.0.0.0.0","","","Var","1","52699605","3,574","80","41","4600","0","1"
"12986","YESILIRMAK","04101871981","55.0.0.0.0","TERME BELEDIYESI","","Var","1","52702666","3,993","53","30","4200","0","1"
"12987","YESILIRMAK","04101871998","55.0.0.0.0","","SITMASUYU MH.MERKEZ MH. - 1","Var","1","52699336","6,895","124","60","6500","0","1"
"12988","YESILIRMAK","04101872009","55.0.0.0.0","TERME BELEDIYESI","KUMCUGAZ MH.ESENLI MH. - 1","Var","1","52709714","2,427","77","20","2000","0","1"
"12989","YESILIRMAK","04101872013","55.0.0.0.0","TERME BELEDIYESI","MESCITLI MH.SEHABETTIN","Var","1","52705953","3,025","61","40","5000","0","1"
"12990","YESILIRMAK","04101872027","55.0.0.0.0","TERME BELEDIYESI","","Var","1","52704643","0,173","97","29","1450","0","1"
"12991","YESILIRMAK","04101872028","55.0.0.0.0","TERME BELEDIYESI","","Var","1","52706714","4,84","73","16","800","0","0"
"12992","YESILIRMAK","04101872029","55.0.0.0.0","TERME BELEDIYESI","DEREYOL MH.DEREYOL MH. - 1","Var","1","52703086","2,53112","53","20","2200","0","0"
"12993","YESILIRMAK","04101872030","55.0.0.0.0","ILKADIM BELEDIYESI","","Var","1","52714382","4,18","22","22","2420","0","0"
"12994","YESILIRMAK","04101872032","55.0.0.0.0","","KALE MH.SALIHBEY SK","Var","1","80214962","0,624","6","6","660","0","1"
"12995","YESILIRMAK","04101872034","55.0.0.0.0","CANIK BELEDIYESI","","Var","1","52715380","12,3","153","69","12000","0","0"
"12996","YESILIRMAK","04101872035","55.0.0.0.0","CANIK BELEDIYESI","","Var","1","52694149","7,491","112","80","8000","0","1"
"12997","YESILIRMAK","04101872042","55.0.0.0.0","CANIK BELEDIYESI","","Var","1","52698999","3,192","128","60","4250","0","1"
"12998","YESILIRMAK","04101872049","55.0.0.0.0","CANIK BELEDIYESI","","Var","1","52694481","6,8","74","52","6800","0","0"
"12999","YESILIRMAK","04101872074","55.0.0.0.0","CANIK BELEDIYESI","HACINAIPLI MH.KENDIRLIK MH. - 1","Var","1","52698495","8,955","92","53","5000","0","1"
"13000","YESILIRMAK","04101872077","55.0.0.0.0","CANIK BELEDIYESI","IMAMLAR MH.AHLATLI MH. - 1","Var","1","52665493","2,63","91","30","3500","0","1"
"13001","YESILIRMAK","04101872079","55.0.0.0.0","CANIK BELEDIYESI","TOYGAR MH.TOYGAR MH. - 1","Var","1","52731857","5,797","40","40","4700","0","0"
"13002","YESILIRMAK","04101872115","55.0.0.0.0","ATAKUM BELEDIYESI","","Var","1","52714759","2,69247","54","20","2500","0","0"
"13003","YESILIRMAK","04101872126","55.0.0.0.0","ATAKUM BELEDIYESI","","Var","1","52714331","4,436","11","11","1210","0","1"
"13004","YESILIRMAK","04101872132","55.0.0.0.0","ATAKUM BELEDIYESI","","Var","1","52708038","4,191","16","16","1600","0","1"
"13005","YESILIRMAK","04101872134","55.0.0.0.0","ATAKUM BELEDIYESI","","Var","1","52716051","2,17","12","12","1200","0","1"
"13006","YESILIRMAK","04101872137","55.0.0.0.0","ATAKUM BELEDIYESI","","Var","1","52716571","3,276","13","13","3250","0","1"
"13007","YESILIRMAK","04101872139","55.0.0.0.0","ATAKUM BELEDIYESI","MEVLANA MH.NISANTASI CD DM 23-35","Var","1","52715543","1,92","12","12","1200","0","0"
"13008","YESILIRMAK","04101872143","55.0.0.0.0","ATAKUM BELEDIYESI","MIMARSINAN MH.162 SK DM 32-22","Var","1","52716803","5,84","25","25","2750","0","0"
"13009","YESILIRMAK","04101872144","55.0.0.0.0","ATAKUM BELEDIYESI","YENIMAHALLE MH.3195 SK DM 28-06","Var","1","52715953","2","20","20","2000","0","0"
"13010","YESILIRMAK","04101872145","55.0.0.0.0","","","Var","1","52715493","1,692","28","28","3500","0","1"
"13011","YESILIRMAK","04101872146","55.0.0.0.0","ATAKUM BELEDIYESI","YENIMAHALLE MH.FATIH SK DM 28-28","Var","1","52716699","2,62","10","10","1100","0","0"
"13012","YESILIRMAK","04101872148","55.0.0.0.0","","KARISLAR MH.KARISLAR MH. - 1","Var","1","52699807","2,189","49","20","2000","0","1"
"13013","YESILIRMAK","04101872149","55.0.0.0.0","ATAKUM BELEDIYESI","MIMARSINAN MH.NISANTASI DM 21-27","Var","1","52716259","2,06","9","9","2250","0","0"
"13014","YESILIRMAK","04101872162","55.0.0.0.0","HAVZA BELEDIYESI","DEMIRYURT MH.DEMIRYURT MH. - 1","Var","1","52666608","3,092","53","20","2250","0","0"
"13015","YESILIRMAK","04101872164","55.0.0.0.0","HAVZA BELEDIYESI","SIVRIKESE MH.SIVRIKESE MH. - 1","Var","1","52665926","8,271","129","44","5675","0","1"
"13016","YESILIRMAK","04101872187","55.0.0.0.0","HAVZA BELEDIYESI","KAMLIK MH.KAMLIK MH. - 1","Var","1","52665360","6,922","91","47","5150","0","0"
"13017","YESILIRMAK","04101872235","55.0.0.0.0","HAVZA BELEDIYESI","","Var","1","52664309","9,185","73","42","5175","0","1"
"13018","YESILIRMAK","04101872247","55.0.0.0.0","HAVZA BELEDIYESI","GIDIRLI MH.GIDIRLI MH. - 1","Var","1","52666495","7,2","112","56","7000","0","0"
"13019","YESILIRMAK","04101872250","55.0.0.0.0","HAVZA BELEDIYESI","","Var","1","52665590","4,244","46","31","3900","0","0"
"13020","YESILIRMAK","04101872278","55.0.0.0.0","HAVZA BELEDIYESI","","Var","1","52665709","5,04","120","42","4600","0","0"
"13021","YESILIRMAK","04101872281","55.0.0.0.0","HAVZA BELEDIYESI","","Var","1","52710264","5,4","40","40","5000","0","0"
"13022","YESILIRMAK","04101872287","55.0.0.0.0","HAVZA BELEDIYESI","IMIRCIK MH.IMIRCIK MH. - 1","Var","1","52713374","4","72","35","4000","0","0"
"13023","YESILIRMAK","04101872288","55.0.0.0.0","HAVZA BELEDIYESI","YESILALAN MH.KUMALAN MH. - 1","Var","1","52666642","1,108","45","13","1310","0","1"
